gvkey,conm,weburl,found,visible,paragraphs,words,fog,overall,tptrackingcookies
27780,DDR CORP,www.ddr.com,1,0,9,516,17.820335,-.28668049,0
62655,DEAN FOODS CO,www.deanfoods.com,1,1,30,1661,16.762783,-.43780935,0
18783,DECISIVE DIVIDEND CORP,www.decisivedividend.com,0,1,,,,,0
22010,DEEP DOWN INC,www.deepdowninc.com,1,1,47,2513,17.422606,.57629097,16
28338,TRANSOCEAN LTD,www.deepwater.com,1,1,9,1087,17.748295,-.11411064,0
29675,DEEP WELL OIL & GAS INC,www.deepwelloil.com,0,0,,,,,0
3835,DEERE & CO,www.deere.com,1,1,46,2528,17.279543,.10220326,5
140023,DELCATH SYSTEMS INC,www.delcath.com,1,1,22,1303,19.052586,-1.2458495,0
12833,DELEK LOGISTICS PARTNERS LP,www.deleklogistics.com,0,0,,,,,2
166563,DELEK US HOLDINGS INC,www.delekus.com,1,1,7,345,14.438689,-.81804949,0
31802,DELPHI TECHNOLOGIES PLC,www.delphi.com,1,1,50,1760,19.090055,1.2603377,2
65918,DELPHI ENERGY CORP,www.delphienergy.ca,1,1,53,2942,18.515848,-.35871795,0
3851,DELTA AIR LINES INC,www.delta.com,1,1,71,4270,17.148628,1.4664705,13
32682,DELTA 9 CANNABIS INC,www.delta9.ca,1,1,13,459,17.912882,-.0051248646,0
137432,DELTA APPAREL INC,www.deltaapparelinc.com,1,1,3,180,12.906322,-6.7715673,0
19168,DEL TACO RESTAURANTS INC,www.deltaco.com,1,1,28,2698,18.715408,-.45677778,1
224604,DELTA GALIL INDUSTRIES LTD,www.deltagalil.com,0,0,,,,,1
3863,DELUXE CORP,www.deluxe.com,1,1,101,5527,17.967857,1.2090046,4
32775,DENALI THERAPEUTCS INC,www.denalitherapeutics.com,1,1,26,1619,18.627277,.59230506,0
20653,DENBURY RESOURCES INC,www.denbury.com,1,0,20,1247,17.435646,-.57776207,14
64775,DENISON MINES CORP,www.denisonmines.com,1,1,24,1153,14.907301,.19549181,2
112652,DENMARK BANCSHARES INC,www.denmarkstate.com,0,1,,,,,12
19398,DENNYS CORP,www.dennys.com,1,1,72,4030,17.892565,.18798299,28
13700,DENTSPLY SIRONA INC,www.dentsplysirona.com,1,1,43,2342,16.675035,1.2156012,5
65944,DEPOMED INC,www.depomed.com,1,1,12,525,18.977358,-.17944758,0
21617,DERMIRA INC,www.dermira.com,1,1,3,184,21.598455,-.82895643,0
66326,DESCARTES SYSTEMS GROUP INC,www.descartes.com,1,1,2,59.540001,17.466667,-.29868451,2
32332,DESPEGAR COM CORP,www.despegar.com.ar,1,0,58,4392,20.069668,.5685184,9
27936,DESTINATION MATERNITY CORP,www.destinationmaternitycorp.com,1,1,42,2772,15.617748,.33976185,0
13381,DESTINATION XL GROUP INC,www.destinationxl.com,1,0,34,2254,19.458057,-.076304853,
176598,DETOUR GOLD CORP,www.detourgold.com,1,0,18,2003,22.598333,-.4011049,1
14934,DEVON ENERGY CORP,www.devonenergy.com,1,0,11,425,21.569307,.19614653,1
3908,DEWEY ELECTRONICS CORP,www.deweyelectronics.com,1,1,3,171,18.184874,-.087578729,0
162887,DEXCOM INC,www.dexcom.com,1,1,98,9283,21.953737,1.0847869,1
165943,DEXTERA SURGICAL INC,www.dexterasurgical.com,1,1,24,1213,18.637281,-.033483975,0
179094,DEL FRISCOS RESTURNT GRP INC,www.dfrg.com,1,1,14,781,18.179102,.17020258,0
27803,DONNELLEY FINANCIAL SOLTNS,www.dfsco.com,1,1,61,3263,21.607477,1.0502579,3
12096,DGSE COMPANIES INC,www.dgsecompanies.com,0,0,,,,,0
177943,DHI GROUP INC,www.dhigroupinc.com,1,1,41,3175,16.94623,.85421449,1
165262,DHT HOLDINGS INC,www.dhtankers.com,1,0,159.92,9791.4697,18.678823,-.4229846,0
174314,DHX MEDIA LTD,www.dhxmedia.com,1,1,114,7250,19.60162,.51731181,1
65235,DIAMOND HILL INVESTMENT GRP,www.diamond-hill.com,1,1,9,429,21.767632,-.30605334,1
170750,DIAMONDBACK ENERGY INC,www.diamondbackenergy.com,1,1,3,229,12.906322,-6.7715673,0
61409,DIAMOND OFFSHRE DRILLING INC,www.diamondoffshore.com,1,1,56,2311,17.702822,1.0495775,0
163060,DIANA SHIPPING INC,www.dianashippinginc.com,0,0,,,,,0
19470,DICERNA PHARMACEUTICALS INC,www.dicerna.com,1,1,70,2838,17.658102,.88223535,0
150139,DICKS SPORTING GOODS INC,www.dickssportinggoods.com,0,0,,,,,0
3946,DIEBOLD NIXDORF INC,www.dieboldnixdorf.com,1,1,23,2215,19.222141,.25030571,6
26863,DIFFERENTIAL BRANDS GRP INC,www.differentialbrandsgroup.com,0,0,,,,,0
16710,DIGI INTERNATIONAL INC,www.digi.com,1,1,37,2507,18.364136,.23277225,0
181290,DIGIMARC CORP,www.digimarc.com,1,1,46,1682,14.283765,1.2921479,1
25971,DISTINCT INFRASTRUCTURE GRP,www.diginc.ca,0,0,,,,,0
170378,DIGIPATH INC,www.digipath.com,1,0,39,2994,24.48477,.069907822,0
145080,DIGIRAD CORP,www.digirad.com,0,0,,,,,0
162233,DIGITAL ALLY INC,www.digitalallyinc.com,1,1,14,1243,19.002338,-.0085980687,2
160991,DIGITAL REALTY TRUST INC,www.digitalrealty.com,1,1,111,4420,25.504951,1.1804975,7
3964,DILLARDS INC  -CL A,www.dillards.com,1,1,159.92,9791.4697,12.826637,-.36221448,28
63135,DIME COMMUNITY BANCSHARES,www.dime.com,1,1,13,759,16.032001,-.41127959,3
24291,DINE BRANDS GLOBAL INC,www.dinebrands.com,1,1,40,2141,19.281437,.38763058,0
3969,DIODES INC,www.diodes.com,1,1,12,936,14.510517,.25333482,2
21047,DIPLOMAT PHARMACY INC,www.diplomatpharmacy.com,1,1,47,2333,15.036629,-.21880965,24
19267,DIRTT ENVIRONMENTL SOLUTIONS,www.dirtt.net,1,1,9,492,16.000517,-.38907835,7
177376,DISCOVER FINANCIAL SVCS,www.discover.com,1,1,18,575,16.071474,-.43679428,15
60900,DISH NETWORK CORP,www.dish.com,0,0,,,,,
20235,NOW INC,www.distributionnow.com,1,1,55,1514,23.717884,1.0626882,0
105689,DIVERGENT ENERGY SERVICES,www.divergentenergyservices.com,1,0,55,3748,20.854383,-.40137699,0
180759,DIVERSIFIED RESTAURANT HLDGS,www.diversifiedrestaurantholdings.com,0,0,,,,,1
105576,DIVERSIFIED ROYALTY CORP,www.diversifiedroyaltycorp.com,0,0,,,,,0
9145,DIVESTCO INC,www.divestco.com,1,1,7,372,17.994724,-.58763069,0
12304,DLH HOLDINGS CORP,www.dlhcorp.com,0,0,,,,,0
4497,DMC GLOBAL INC,www.dmcglobal.com,1,1,35,1814,17.68664,1.1043642,0
165113,DMD DIGITAL HEALTH CONNECTNS,www.dmdconnects.com,1,1,24,986,17.591476,.24164008,9
4045,DORCHESTER MINERALS  -LP,www.dmlp.net,0,0,,,,,2
18315,INTREXON CORP,www.dna.com,1,1,34,1647,17.944906,.62838763,0
4094,DUN & BRADSTREET CORP,www.dnb.com,1,0,60,3831,17.861055,.014219437,17
30082,DNB FINANCIAL CORP,www.dnbfirst.com,1,1,19,1946,21.441107,-.81890672,13
18145,PHYSICIANS REALTY TR,www.docreit.com,1,1,17,1009,17.43767,-.22242834,0
33301,DOCUSIGN INC,www.docusign.com,1,1,73,3320,14.670027,.9653362,20
162354,DOLBY LABORATORIES INC,www.dolby.com,1,1,37,2122,20.363762,.93226969,0
183683,DOLLARAMA INC,www.dollarama.com,1,0,30,1393,21.712671,.75004655,0
4016,DOLLAR GENERAL CORP,www.dollargeneral.com,0,0,,,,,28
31587,DOLLAR TREE INC,www.dollartree.com,0,0,,,,,0
4029,DOMINION ENERGY INC,www.dominionenergy.com,1,1,15,967,17.243994,.077394061,0
160211,DOMINO'S PIZZA INC,www.dominos.com,1,0,21,1088,20.903725,.3374258,0
21918,DOMINION ENRG MIDSTRM PRT LP,www.dommidstream.com,1,1,5,425,18.639105,-.44712666,0
176760,DOMTAR CORP,www.domtar.com,1,1,17,950,19.00589,-.62782788,2
4036,DONALDSON CO INC,www.donaldson.com,1,1,48,1779,17.292856,.70231295,1
16714,DONEGAL GROUP INC,www.donegalgroup.com,1,1,23,749,25.100159,-.52772915,0
22049,DOREL INDUSTRIES INC,www.dorel.com,1,1,20,807,18.273148,.43455657,0
23753,DORMAN PRODUCTS INC,www.dormanproducts.com,1,1,19,1849,21.165356,-.25917843,1
126314,DOUGHERTYS PHARMACY INC,www.doughertys.com,0,0,,,,,0
184258,DOUGLAS DYNAMICS INC,www.douglasdynamics.com,0,0,,,,,0
175307,DOUGLAS EMMETT INC,www.douglasemmett.com,1,1,11,887,15.902515,-.34850112,0
4058,DOVER CORP,www.dovercorporation.com,1,1,44,1625,18.158545,1.1641613,2
147657,DOVER DOWNS GAMING & ENTMT,www.doverdowns.com,1,1,21,953,13.272202,-.30657414,11
63708,DOVER MOTORSPORTS INC,www.dovermotorsports.com,1,0,16,1040,19.429407,-.3192389,17
4060,DOWDUPONT INC,www.dow-dupont.com,1,1,18,1011,19.488529,-.26281542,5
64163,DPW HOLDINGS INC,www.dpwholdings.com,0,0,,,,,1
184155,DAQO NEW ENERGY CORP,www.dqsolar.com,0,0,,,,,0
18033,DREAM UNLIMITED CORP,www.dream.ca,1,1,1,67,16.799999,-.27305076,0
15211,DREAM INDUSTRIAL REIT,www.dream.ca/industrial,0,1,,,,,1
187749,DREAM GLOBAL REIT,www.dreamglobalreit.ca,0,1,,,,,0
66376,DREAM OFFICE REAL EST INV TR,www.dreamofficereit.ca,0,1,,,,,1
160706,DIAMONDROCK HOSPITALITY CO,www.drhc.com,0,0,,,,,0
25340,D R HORTON INC,www.drhorton.com,1,1,7,683,16.847137,.54381227,
65671,DRIL-QUIP INC,www.dril-quip.com,0,0,,,,,1
180665,DRONE AVIATION HOLDING CORP,www.droneaviationcorp.com,1,0,2,147,12.50548,-6.0948601,1
33152,DROPBOX INC,www.dropbox.com,1,1,29,1262,14.866132,.18083346,11
179700,DR PEPPER SNAPPLE GROUP INC,www.drpeppersnapplegroup.com,1,1,25,2604,19.536961,.44349843,0
162768,DRYSHIPS INC,www.dryships.com,1,0,42,2168,21.217518,-.29588765,0
122202,DESTINY MEDIA TECHNOLOGIES,www.dsny.com,1,1,36,1902,15.221299,.18181583,0
29722,DSP GROUP INC,www.dspg.com,1,1,7,532,16.034637,-.16760109,1
18290,DOCUMENT SECURITY SYS INC,www.dsssecure.com,1,0,11,613,15.745801,-.37194851,0
24171,DSW INC,www.dswinc.com,1,0,16,1214,17.413845,.15754579,0
3897,DTE ENERGY CO,www.dteenergy.com,1,1,13,568,18.869053,-.24553922,4
4091,DUCOMMUN INC,www.ducommun.com,1,1,56,3063,19.757044,1.0973907,0
4093,DUKE ENERGY CORP,www.duke-energy.com,1,1,31,1729,22.143309,.69526494,28
13510,DUKE REALTY CORP,www.dukerealty.com,1,1,23,1379,18.421162,.60181147,2
26335,DULUTH HOLDINGS INC,www.duluthtrading.com,1,1,48,3237,16.211777,.5674451,10
24627,DUNDEE CORP,www.dundeecorp.com,1,0,34,2747,17.970329,-.2716102,0
20007,DUNDEE PRECIOUS METLS  -CL A,www.dundeeprecious.com,0,0,,,,,1
174222,DUNKIN' BRANDS GROUP INC,www.dunkinbrands.com,1,1,79,5416,18.99785,-.070634581,1
140044,DURECT CORP,www.durect.com,1,1,18,1095,17.998034,-.86092085,0
20350,DXI ENERGY INC,www.dxienergy.com,1,0,7,711,20.266104,-.61421204,0
64223,DXP ENTERPRISES INC,www.dxpe.com,1,1,27,1146,17.304075,-.050871972,0
158055,DYADIC INTERNATIONAL INC,www.dyadic.com,0,0,,,,,0
4115,DYCOM INDUSTRIES INC,www.dycomind.com,1,0,12,724,13.570068,-.53811669,0
178675,DYNACOR GOLD MINES INC,www.dynacorgold.com,0,0,,,,,0
18926,DYNAGAS LNG PARTNERS LP,www.dynagaspartners.com,0,0,,,,,0
63332,DYNARESOURCE INC,www.dynaresource.com,0,0,,,,,
4130,DYNASIL CORP OF AMERICA,www.dynasil.com,1,1,25,1433,15.405071,.0094525088,3
4124,DYNATRONICS CORP,www.dynatronics.com,1,1,14,1320,17.165792,-.019575015,7
141496,DYNAVAX TECHNOLOGIES CORP,www.dynavax.com,1,1,8,565,18.83749,-.57180429,0
14403,DYNEX CAPITAL INC,www.dynexcapital.com,0,0,,,,,1
115751,DYNEX POWER INC,www.dynexpower.com,1,1,18,779,13.546236,-.28783864,0
162076,ARC DOCUMENT SOLUTIONS INC,www.e-arc.com,1,1,22,1053,19.171059,.29597133,1
184580,EACO CORP,www.eacocorp.com,0,0,,,,,0
111721,EAGLE BANCORP INC/MD,www.eaglebankcorp.com,1,1,4,262,14.591252,-.3911716,27
185970,EAGLE ENERGY INC,www.eagleenergy.com,1,1,5,349,19.03142,.23934671,0
106227,EAGLE PLAINS RESOURCES LTD,www.eagleplains.com,1,1,18,864,16.139519,.33808103,2
32238,EAGLE FINANCIAL BANCORP,www.eaglesavings.com,0,1,,,,,2
163685,EAGLE BULK SHIPPING INC,www.eagleships.com,1,1,27,1816,18.745449,.6505335,2
19784,EAGLE PHARMACEUTICALS INC,www.eagleus.com,1,1,35,2307,17.178272,.29407212,0
17866,ELLINGTON RESIDENTIAL MTG,www.earnreit.com,0,0,,,,,0
22671,EARTHSTONE ENERGY INC,www.earthstoneenergy.com,0,0,,,,,0
22674,EASTERLY GOVERNMENT PPTYS,www.easterlyreit.com,0,0,,,,,0
4186,EASTERN CO,www.easterncompany.com,0,0,,,,,0
4193,EASTGROUP PROPERTIES,www.eastgroup.net,1,0,13,1115,16.937799,-.71649915,0
29392,EASTMAN CHEMICAL CO,www.eastman.com,1,1,8,1205,17.295639,-.19788416,0
18398,EASTSIDE DISTILLING INC,www.eastsidedistilling.com,0,1,,,,,1
118042,EAST WEST BANCORP INC,www.eastwestbank.com,1,1,39,1086,14.360223,-.44556376,1
4199,EATON CORP PLC,www.eaton.com,1,1,8,423,16.025011,.80490083,0
4201,EATON VANCE CORP,www.eatonvance.com,1,1,7,301,20.664562,-.1920329,3
114524,EBAY INC,www.ebay.com,1,1,159.92,9791.4697,23.160418,.88079792,8
13480,EBIX INC,www.ebix.com,1,1,8,696,14.828467,-.016788606,4
179298,MERIDIAN BANCORP INC (MD),www.ebsb.com,1,1,5,246,15.029268,-.14637616,0
112774,ECHELON CORP,www.echelon.com,1,1,64,4956,17.969297,.86854953,3
274728,ECHELON FINANCIAL HLDGS INC,www.echeloninsurance.ca,1,1,20,1104,20.84119,.91661918,0
179957,ECHO GLOBAL LOGISTICS INC,www.echo.com,1,1,24,1757,16.389599,-.12211422,4
179202,ECHOSTAR CORP,www.echostar.com,1,1,15,939,21.026596,-.57290387,0
20513,ECLIPSE RESOURCES CORP,www.eclipseresources.com,1,1,18,785,17.613867,-.13162977,0
4213,ECOLAB INC,www.ecolab.com,1,1,30,1836,18.931772,.71471995,3
287882,ECOPETROL SA,www.ecopetrol.com.co,0,0,,,,,2
19350,ECO-STIM ENERGY SOLUTIONS,www.ecostim-es.com,0,0,,,,,0
187765,ECOSYNTHETIX INC,www.ecosynthetix.com,0,1,,,,,2
4225,EDUCATIONAL DEVELOPMENT CORP,www.edcpub.com,1,0,27,2725,18.269794,.071537569,0
267054,EMPRESA DISTRIBUIDORA Y COM,www.edenor.com.ar,1,0,22,1279,21.39159,-.0031182866,0
181618,CYMBRIA CORP,www.edgepointwealth.com/Cymbria/,1,1,12,548,19.421644,.38503683,0
63667,EDGEWATER TECHNOLOGY INC,www.edgewater.com,1,1,47,1842,13.865375,.99833208,2
19635,EDGEWATER BANCORP INC,www.edgewaterbank.com,0,1,,,,,0
133367,EDGEWELL PERSONAL CARE CO,www.edgewell.com,1,1,29,2637,16.015593,.049429588,0
9846,EDISON INTERNATIONAL,www.edison.com,1,1,51,2474,17.874809,.61317259,1
26874,EDITAS MEDICINE INC,www.editasmedicine.com,1,1,11,775,15.634539,-.11957654,0
64910,EDP ENERGIAS DE PORTUGAL SA,www.edp.pt,1,0,35,1187,21.97467,-.40168461,4
107245,ENDEAVOUR SILVER CORP,www.edrsilver.com,1,0,26,2150,23.481766,-.34170625,5
161953,EDUCATION REALTY TRUST INC,www.edrtrust.com,1,1,48,3222,18.112171,.61226612,0
133366,EDWARDS LIFESCIENCES CORP,www.edwards.com,1,1,40,2567,16.614416,.51097417,6
25774,ELECTRONICS FOR IMAGING INC,www.efi.com,1,1,35,2954,19.252888,1.2355194,0
124036,EGAIN CORP,www.egain.com,1,1,66,4373,17.405447,1.544921,1
18982,EGALET CORP,www.egalet.com,1,1,11,494,13.117523,-.24378568,
122078,NIC INC,www.egov.com,1,1,32,1284,17.614313,-.11224471,
66385,EGUANA TECHNOLOGIES INC,www.eguanatech.com,0,0,,,,,0
174389,EHEALTH INC,www.ehealthinsurance.com,1,1,62,3947,18.543261,.68336105,4
21641,ENERDYNAMIC HYBRID TECHNLGS,www.ehthybrid.com,0,1,,,,,1
17727,EKSO BIONICS HOLDINGS INC,www.eksobionics.com,1,1,36,1639,15.038404,.70659548,0
65380,ELBIT SYSTEMS LTD,www.elbitsystems.com,1,0,34,1413,25.00466,.92211163,0
61567,LAUDER (ESTEE) COS INC -CL A,www.elcompanies.com,1,1,37,2308,18.624676,1.291831,1
26539,ELDORADO GOLD CORP,www.eldoradogold.com,1,0,46,3477,21.925945,-.21831015,7
21808,ELDORADO RESORTS INC,www.eldoradoresorts.com,1,1,40,1964,18.371546,.086833283,2
4275,ELECTRO-SENSORS INC,www.electro-sensors.com,0,0,,,,,1
141099,ELECTROVAYA INC,www.electrovaya.com,1,0,18,967,19.241707,.11596961,2
170311,ELEMENT FLEET MANAGEMENT CP,www.elementfleet.com,1,1,26,1798,16.838026,-.80548114,6
201792,ELETROBRAS-CENTR ELETR BRAS,www.eletrobras.com,0,0,,,,,0
26509,ELEVATE CREDIT INC,www.elevate.com,1,1,15,1280,21.304502,.15774508,0
27907,E.L.F. BEAUTY INC,www.elfcosmetics.com,1,1,76,3976,18.048334,1.3145257,10
186955,ELLIE MAE INC,www.elliemae.com,1,1,56,3168,16.179821,.58849049,7
183902,ELLINGTON FINANCIAL LLC,www.ellingtonfinancial.com,0,0,,,,,0
26522,ELLIPSIZ COMMUNICATIONS LTD,www.ellipsiz-comms.com,0,0,,,,,0
17987,ELMIRA SVGS BANK ELMIRA/NY,www.elmirasavingsbank.com,1,1,11,447,14.788095,-.66307771,0
21124,EL POLLO LOCO HOLDINGS INC,www.elpolloloco.com,1,1,19,1610,20.79632,-.43395153,1
185168,EMBASSY BANCORP INC,www.embassybank.com,1,1,126,9791.4697,15.517714,-.37236765,2
213288,EMBRAER SA,www.embraer.com,1,0,34,2149,20.776159,-.11863846,2
16716,EMC INSURANCE GROUP INC,www.emcins.com,1,1,39,2696,17.477222,-.28189594,2
64193,EMCLAIRE FINANCIAL CORP,www.emclairefinancial.com,0,1,,,,,2
64637,EMCORE CORP,www.emcore.com,1,1,28,1710,20.091234,.18010202,1
6223,EMCOR GROUP INC,www.emcorgroup.com,1,1,31,1921,16.714479,.305498,0
25792,EMERA INC,www.emera.com,1,1,10,259,18.783424,.37669316,0
30998,EMERALD EXPSTNS EVENTS,www.emeraldexpositions.com,1,1,26,1576,19.666031,1.0103812,7
17628,EMERGE ENERGY SERVICES LP,www.emergelp.com,0,0,,,,,0
176022,EMERGENT BIOSOLUTIONS INC,www.emergentbiosolutions.com,1,0,4,357,18.148956,-.49641579,2
185416,EMERGENT CAPITAL INC,www.emergentcapital.com,0,0,,,,,0
4321,EMERSON ELECTRIC CO,www.emerson.com,1,1,78,3808,19.375734,1.2910805,4
164351,EMPIRE INDUSTRIES LTD,www.empind.com,1,1,1,195,15.846154,-.27189618,0
179552,EMPIRE BANCORP INC,www.empirenb.com,0,0,,,,,1
29129,EMPIRE RESORTS INC,www.empireresorts.com,1,1,16,1082,16.987873,-.013926116,1
170714,EMPIRE STATE REALTY TR INC,www.empirestaterealtytrust.com,1,1,6,308,15.475088,.012218819,7
18850,EMPIRE STATE REALTY OP LP,www.empirestaterealtytrust.com,1,1,6,308,15.475088,.012218819,7
176591,EMPLOYERS HOLDINGS INC,www.employers.com,0,0,,,,,0
107350,EMX ROYALTY CORPORATION,www.emxroyalty.com,1,1,17,956,15.258695,.15351866,1
19273,ENABLE MIDSTREAM PARTNERS LP,www.enablemidstream.com,1,0,145,7810,14.703279,-.18797447,2
107399,ENABLENCE TECHNOLOGIES INC,www.enablence.com,1,1,13,910,17.392767,.03932019,0
16269,ENANTA PHARMACEUTICALS INC,www.enanta.com,1,1,18,1085,16.701485,-.18709417,1
18008,ENB FINANCIAL CORP,www.enbfc.com,1,1,24,827,15.915713,-.31807107,1
6135,ENBRIDGE INC,www.enbridge.com,1,1,46,1961,18.192739,.53215581,1
24810,ENBRIDGE ENERGY PRTNRS  -LP,www.enbridgepartners.com,0,0,,,,,0
11781,ENCANA CORP,www.encana.com,1,1,15,386,22.863413,.14330254,0
12589,ENCOMPASS HEALTH CORP,www.encompasshealth.com.,1,1,30,1826,17.320782,-.55052185,3
121815,ENCORE CAPITAL GROUP INC,www.encorecapital.com,1,1,22,1073,17.806171,-.28082186,1
25572,ENCORE WIRE CORP,www.encorewire.com,1,1,6,197,17.283474,-.26566488,12
108804,ENDEAVOUR MINING CORP,www.endeavourmining.com,0,0,,,,,1
63645,ENDO INTERNATIONAL PLC,www.endo.com,1,1,35,1655,19.946915,.89962214,0
185428,ENDOCYTE INC,www.endocyte.com,1,1,36,1940,18.168762,.67179674,0
63083,ENDOLOGIX INC,www.endologix.com,1,1,22,4777,20.511906,.75876576,1
170870,ENDONOVO THERAPEUTICS INC,www.endonovo.com,0,0,,,,,0
29418,ENDRA LIFE SCIENCES INC,www.endrainc.com,1,1,39,2334,18.190861,.79500657,2
197559,ENDURANCE INTL GRP HLDGS INC,www.endurance.com,1,1,3,143,20.111328,.17694184,2
13128,ECOLOGY AND ENVIRONMENT INC,www.ene.com,1,0,50,869,20.799999,-.29635569,0
201794,ENEL SPA,www.enel.com,1,1,30,1153,16.173994,1.2240624,2
29039,ENEL AMERICAS SA,www.enelamericas.com,1,0,44,2523,21.813353,.1879518,1
30538,ENEL GENERACION CHILE SA,www.enelgeneracion.cl,1,0,44,2560,20.95804,.1879518,1
18352,ENER-CORE INC,www.ener-core.com,0,0,,,,,2
151930,ENERCARE INC,www.enercareinc.com,0,0,,,,,
28903,ENERFLEX LTD,www.enerflex.com,1,1,82,3577,20.548553,1.0715948,4
4351,ENERGEN CORP,www.energen.com,1,0,12,1232,15.60067,-.0051139523,
23083,ENERGIZER HOLDINGS INC,www.energizerholdings.com,1,1,34,3035,17.34362,.23921335,0
19977,ENERGOUS CORP,www.energous.com,0,1,,,,,0
30614,ENERGY FOCUS INC,www.energyfocus.com,1,1,12,769,16.714336,-.33595625,4
107712,ENERGY FUELS INC,www.energyfuels.com,1,1,10,485,16.657923,-.39527476,2
182123,ENERGY & TECHNOLOGY CORP,www.energyntechnology.com,0,0,,,,,0
179738,ENERGY RECOVERY INC,www.energyrecovery.com,1,0,15,786,17.669851,.027268529,0
174282,ENERGY SERVICES OF AMERICA,www.energyservicesofamerica.com,1,0,15,931,16.557041,-.28708711,0
141720,ENERGY TRANSFER PARTNERS -LP,www.energytransfer.com,0,1,,,,,1
165649,ENERGY TRANSFER EQUITY LP,www.energytransfer.com,0,1,,,,,1
184006,ENERGY XXI GULF COAST INC,www.energyxxi.com,0,0,,,,,0
20214,ENERPLUS CORP,www.enerplus.com,1,1,42,1825,22.226503,.7864852,0
27141,ENEL CHILE SA,www.enersischile.cl,0,0,,,,,1
185369,ENGAGEMENT LABS INC,www.engagementlabs.com,1,1,22,1386,17.157471,.10367922,2
63476,ENGHOUSE SYSTEMS LTD,www.enghouse.com,1,1,23,1201,19.512911,.47424626,0
12413,ENGILITY HOLDINGS INC,www.engility.com,1,1,8,398,15.322418,-.76050472,3
61971,ENGLOBAL CORP,www.englobal.com,0,0,,,,,1
61616,ENI SPA,www.eni.com,1,1,6,364,16.385464,.15016648,0
19935,ENLINK MIDSTREAM LLC,www.enlink.com,1,1,15,1318,17.418552,.17778371,2
4390,ENNIS INC,www.ennis.com,1,0,13,1129,18.600121,.10804308,0
178834,NORTHFIELD BANCORP INC,www.enorthfield.com,1,1,15,421,15.100952,-.40942162,0
189517,ENOVA INTERNATIONAL INC,www.enova.com,1,1,30,1911,21.102049,-.010465922,1
187450,ENPHASE ENERGY INC,www.enphase.com,1,1,44,3687,17.187672,.37096107,6
148950,ENPRO INDUSTRIES INC,www.enproindustries.com,0,1,,,,,0
2270,ENSCO PLC,www.enscoplc.com,1,1,15,518,16.603271,-.43528244,1
185323,ENSERVCO CORP,www.enservco.com,0,0,,,,,0
27013,ENSIGN ENERGY SERVICES INC,www.ensignenergy.com,0,0,,,,,0
178803,ENSIGN GROUP INC,www.ensigngroup.net,1,1,29,855,17.203299,-.01022195,0
176602,ENSTAR GROUP LTD,www.enstargroup.com,1,1,19,1505,18.295906,.14968559,0
272699,ENSYNC INC,www.ensync.com,1,1,14,1014,17.558855,-.87750435,3
187721,ENTEGRA FINANCIAL CORP,www.entegrabank.com,1,1,25,969,14.813169,-.34965125,13
137573,ENTEGRIS INC,www.entegris.com,1,1,15,641,16.765087,-.24409527,6
117902,ENTERCOM COMMUNICATIONS CORP,www.entercom.com,1,1,27,1893,19.159407,-.34735107,0
7366,ENTERGY CORP,www.entergy.com,1,1,38,2239,19.763327,.35827282,4
117141,ENTERPRISE FINL SERVICES CP,www.enterprisebank.com,1,1,17,439,17.344187,-.56825101,15
118525,ENTERPRISE BANCORP INC/MA,www.enterprisebanking.com,1,1,17,1351,17.78912,.0043341299,3
161789,ENTERPRISE GROUP INC,www.enterprisegrp.ca,1,0,15,1058,17.524794,-.41625836,0
112876,ENTERPRISE PRODS PRTNRS  -LP,www.enterpriseproducts.com,1,0,12,1100,19.254545,.2278745,0
137943,ENTRAVISION COMMUNICATIONS,www.entravision.com,1,1,77,4448,18.214025,.80087358,11
184086,ENTREC CORP,www.entrec.com,1,0,18,1477,19.338005,-.42091355,0
184576,ENVESTNET INC,www.envestnet.com,1,1,21,837,21.107574,-.20439474,1
7295,ENVIROSTAR INC,www.envirostarinc.com,0,0,,,,,0
27645,RANDOLPH BANCORP INC,www.envisionbank.com,1,1,14,419,16.54438,-.53530526,2
23296,ENVIVA PARTNERS LP,www.envivabiomass.com,1,1,18,982,16.263693,-.063002989,0
122775,ENWAVE CORP,www.enwave.net,1,0,12,531,11.837566,-.061782304,2
4418,ENZO BIOCHEM INC,www.enzo.com,1,1,16,983,16.275719,-.45699906,0
4409,ENZON PHARMACEUTICALS INC,www.enzon.com,0,0,,,,,0
16478,EOG RESOURCES INC,www.eogresources.com,0,0,,,,,0
100590,E.ON SE,www.eon.com,1,1,69,3656,15.166874,.76296681,0
187697,EPAM SYSTEMS INC,www.epam.com,1,1,33,1808,19.943357,1.4263263,3
4241,EL PASO ELECTRIC CO,www.epelectric.com,1,1,11,396,15.082051,-.84068471,1
18660,EP ENERGY CORP,www.epenergy.com,1,0,1,97,16.85965,-.56807363,0
17808,EPIZYME INC,www.epizyme.com,0,0,,,,,8
65710,EPR PROPERTIES,www.eprkc.com,0,0,,,,,1
178674,EPSILON ENERGY LTD,www.epsilonenergyltd.com,0,0,,,,,0
13579,EQUITY COMMONWEALTH,www.eqcre.com,1,1,18,1107,18.694681,.079751752,0
4430,EQT CORP,www.eqt.com,1,0,12,780,17.90786,-.4584738,0
170748,EQT MIDSTREAM PARTNERS LP,www.eqtmidstreampartners.com,1,0,13,812,17.831999,-.47557539,0
