gvkey,conm,weburl,found,visible,paragraphs,words,fog,overall,tptrackingcookies
163920,WESTERN ALLIANCE BANCORP,www.westernalliancebancorp.com,0,1,,,,,1
183108,WESTERN ASSET MTG CAPITAL CP,www.westernassetmcc.com,0,0,,,,,0
175532,WESTERN CAPITAL RESOURCES,www.westerncapitalresources.com,0,0,,,,,0
4019,WESTERN FOREST PRODUCTS INC,www.westernforest.com,1,1,3,100,17.066668,-.095300339,0
179831,WESTERN GAS PARTNERS LP,www.westerngas.com,1,1,159.92,6917,15.163668,-.31714705,0
16225,WESTERN GAS EQUITY PRTNRS LP,www.westerngas.com,1,1,159.92,6917,15.163668,-.31714705,0
175263,WESTERN UNION CO,www.westernunion.com,1,1,37,1550,20.223469,-.2491983,14
146607,WESTERN NEW ENG BANCORP INC,www.westfieldbank.com,0,1,,,,,0
14330,WEST FRASER TIMBER CO,www.westfraser.com,1,1,45,3015,18.464436,.56752217,0
122017,WESTJET AIRLINES LTD,www.westjet.com,1,1,58,4852,19.03956,1.0158703,8
160684,WESTLAKE CHEMICAL CORP,www.westlake.com,1,1,11,1037,18.630281,-.16799179,1
11440,WESTMORELAND COAL CO,www.westmoreland.com,1,1,3,113,11.837566,-.027121114,0
184569,WESTMORELAND RES PARTNERS LP,www.westmorelandMLP.com,1,1,3,113,11.837566,-.027121114,0
11443,WESTON (GEORGE) LTD,www.weston.ca,1,1,65,4165,20.13855,.23003498,0
11376,WEST PHARMACEUTICAL SVSC INC,www.westpharma.com,1,1,34,1880,17.920263,.73105735,2
29830,WESTROCK CO,www.westrock.com,1,1,57,3573,16.871973,.02821826,7
66401,WESTSHORE TERMS INVESTMNT CP,www.westshore.com,0,0,,,,,0
149082,WESTWOOD HOLDINGS GROUP INC,www.westwoodgroup.com,1,0,17,891,14.814503,-.050725915,4
162385,WEX INC,www.wexinc.com,1,1,15,2459,17.530252,.0058681914,8
11455,WEYCO GROUP INC,www.weycogroup.com,1,0,29,1746,19.625956,-.36780384,0
11456,WEYERHAEUSER CO,www.weyerhaeuser.com,1,0,33,1279,19.042597,.29917461,5
12471,WORLD FUEL SERVICES CORP,www.wfscorp.com,1,1,5,191,19.081825,-.049176067,2
108831,WESTPORT FUEL SYSTEMS INC,www.wfsinc.com,1,1,14,519,20.134897,.27301311,0
11296,WGL HOLDINGS INC,www.wglholdings.com,1,1,9,550,14.278766,-.80708313,2
105861,WHEATON PRECIOUS METALS CORP,www.wheatonpm.com,1,0,81,5020,25.537382,-.39670274,1
175908,WHERE FOOD COMES FROM INC,www.wherefoodcomesfrom.com,0,0,,,,,3
11465,WHIRLPOOL CORP,www.whirlpoolcorp.com,1,1,52,3263,17.389156,.68829435,1
11729,WHITE MTNS INS GROUP LTD,www.whitemountains.com,0,1,,,,,1
176832,WHITEMUD RESOURCES INC,www.whitemudresources.com,0,0,,,,,0
185453,WHITESTONE REIT,www.whitestonereit.com,1,1,38,2911,16.721405,.42469218,0
186188,MANGAZEYA MINING LTD,www.whitetigergold.com,0,0,,,,,1
155393,WHITING PETROLEUM CORP,www.whiting.com,1,0,97,6480,23.559231,-.35490686,0
194256,WHEELER REAL ESTATE INVT TR,www.whlr.us,1,1,9,395,18.509243,-.6087864,0
17217,WI2WI CORP,www.wi2wi.com,1,0,21,905,17.708143,-.68987423,0
62057,WIDEPOINT CORP,www.widepoint.com,1,1,22,1417,19.538139,-.52447104,0
29138,WILDHORSE RES DVLPT,www.wildhorserd.com,0,0,,,,,2
63388,WILHELMINA INTERNATIONAL INC,www.wilhelmina.com,1,0,83,5427,21.84359,-.34959087,1
63495,WILLBROS GROUP INC,www.willbros.com,1,1,159.92,9791.4697,16.394369,-.076642834,0
175654,WILLDAN GROUP INC,www.willdan.com,1,1,7,338,16.470047,-.35277805,0
64791,G WILLI-FOOD INTL LTD,www.willi-food.com,0,0,,,,,1
11511,WILLIAMS-SONOMA INC,www.williams-sonomainc.com,1,1,36,2781,16.044813,-.20906022,0
11506,WILLIAMS COS INC,www.williams.com,1,1,25,1704,19.237509,.048444871,2
63596,WILLIS LEASE FINANCE CORP,www.willislease.com,0,0,,,,,0
144009,WILLIS TOWERS WATSON PLC,www.willistowerswatson.com,1,1,45,2308,19.776817,.21433488,8
179865,WILLIAM PENN BANCORP INC,www.willpenn.com,0,0,,,,,0
32771,WILLSCOT CORP,www.willscot.com,1,1,19,1648,15.595285,-1.0030835,4
14394,WILMINGTON CAP MGMT  -CL A,www.wilmingtoncapital.com,0,0,,,,,0
174490,WINDSTREAM HOLDINGS INC,www.windstream.com,1,1,37,2488,17.366278,-.15459158,10
61140,WINDTREE THERAPEUTICS INC,www.windtreetx.com,0,0,,,,,0
23843,WINGSTOP INC,www.wingstop.com,1,1,44,2575,15.121986,.33607715,3
28785,WINMARK CORP,www.winmarkcorporation.com,1,1,26,1483,19.623201,-.28171417,1
11537,WINNEBAGO INDUSTRIES,www.winnebagoind.com,1,1,35,2205,15.621943,-.20123835,1
20860,WINPAK LTD,www.winpak.com,0,0,,,,,1
63781,WINTRUST FINANCIAL CORP,www.wintrust.com,1,1,4,91,15.644444,-.35138929,5
204867,WIPRO LTD,www.wipro.com,1,1,22,970,15.903312,-.35052165,14
24610,WIRELESS TELECOM GROUP INC,www.wirelesstelecomgroup.com,1,1,13,454,16.651983,-.2107546,0
24750,WISDOMTREE INVESTMENTS INC,www.wisdomtree.com,1,1,43,2164,21.476078,-.77997994,5
143710,WILLIAMS INDUSTRIAL SE G INC,www.wisgrp.com,0,0,,,,,0
18869,WIX.COM LTD,www.wix.com,1,1,17,855,25.537382,.19944634,6
186553,WIZARD WORLD INC,www.wizardworld.com,0,1,,,,,13
20473,WESTLAKE CHEMICAL PRTNRS LP,www.wlkpartners.com,1,0,113,6725,20.242313,-.2462326,1
14477,WASTE MANAGEMENT INC,www.wm.com,1,0,27,2232,19.427961,.5694468,7
23623,WOUND MANAGEMENT TECH INC,www.wndm.com,1,0,67,5410,18.091209,-.43080696,1
175264,WNS (HOLDINGS) LTD -ADR,www.wns.com,1,1,33,1682,18.648979,.38990155,0
11566,WOLVERINE WORLD WIDE,www.wolverineworldwide.com,1,1,28,2114,18.791847,1.0692501,0
11580,WOODWARD INC,www.woodward.com,1,0,16,605,20.193563,-.26274619,0
252819,WOORI BANK,www.wooribank.com,0,0,,,,,0
15044,WORKDAY INC,www.workday.com,1,1,56,2939,16.884354,1.1902733,2
184957,WORKHORSE GROUP INC,www.workhorse.com,1,0,27,1133,18.271317,.43070829,0
22000,WORKIVA INC,www.workiva.com,1,1,42,3177,16.915308,.765881,0
194956,WORLDPAY INC,www.worldpay.com,1,0,76,4293,19.869461,.45874232,3
65241,WOW UNLIMITED MEDIA INC,www.wowunlimited.co,0,1,,,,,0
31466,WIDEOPENWEST INC,www.wowway.com,1,1,117,9791.4697,16.005239,-.53072196,0
66354,W P CAREY INC,www.wpcarey.com,1,0,20,1395,17.244574,.82159805,1
17853,WPT INDUSTRIAL REIT,www.wptreit.com,0,1,,,,,
187128,WPX ENERGY INC,www.wpxenergy.com,1,0,159.92,9791.4697,15.687692,-.089681469,1
14822,BERKLEY (W R) CORP,www.wrberkley.com,1,0,45,4075,19.170944,-.041146148,0
143421,WRIGHT MEDICAL GROUP NV,www.wright.com,1,0,101,6918,15.956858,.18923377,0
164365,WATERSTONE FINANCIAL INC,www.wsbonline.com,0,1,,,,,1
17132,WSFS FINANCIAL CORP,www.wsfsbank.com,0,1,,,,,8
11302,WSI INDUSTRIES INC,www.wsiindustries.com,0,1,,,,,0
277846,WSP GLOBAL INC,www.wsp.com,1,1,69,2877,18.503975,1.3540978,4
160341,W&T OFFSHORE INC,www.wtoffshore.com,0,0,,,,,0
29300,WVS FINANCIAL CORP,www.wvsbank.com,1,1,21,688,12.25389,-.28722191,0
30666,WILLAMETTE VALLEY VINEYARDS,www.wvv.com,1,1,8,449,13.131883,-.29173702,2
125240,WORLD WRESTLING ENTMT INC,www.wwe.com,1,1,66,3805,18.72678,.85899669,16
174729,WYNDHAM DESTINATIONS INC,www.wyndhamdestinations.com,1,1,55,3430,21.525759,.7586624,1
149318,WYNN RESORTS LTD,www.wynnresorts.com,0,0,,,,,0
189757,XCEL BRANDS INC,www.xcelbrands.com,1,1,11,1442,17.613817,.23328248,0
7977,XCEL ENERGY INC,www.xcelenergy.com,1,1,12,503,16.638754,-.065342866,28
6532,XCERRA CORP,www.xcerra.com,1,1,53,2577,12.233115,.45578617,0
162564,XEBEC ADSORPTION INC,www.xebecinc.com,0,0,,,,,0
18938,XENCOR INC,www.xencor.com,0,0,,,,,0
237269,XENETIC BIOSCIENCES PLC,www.xeneticbio.com,1,1,3,180,12.906322,-6.7715673,1
22983,XENIA HOTELS & RESORTS INC,www.xeniareit.com,1,0,23,2057,16.684931,-.18748127,0
21744,XENON PHARMACEUTICALS INC,www.xenon-pharma.com,1,0,10,720,17.915764,-.56190372,0
160282,XERIUM TECHNOLOGIES INC,www.xerium.com,1,1,15,963,16.815487,.032909211,1
11636,XEROX CORP,www.xerox.com,1,1,59,3015,15.77999,.95453817,13
289735,XG TECHNOLOGY INC,www.xgtechnology.com,1,1,22,1101,19.281164,.23152594,2
22325,XILINX INC,www.xilinx.com,1,1,43,2537,18.570591,1.059607,2
127094,XO GROUP INC,www.xogroupinc.com,1,1,19,1755,16.02235,-.52206647,1
12252,XOMA CORP,www.xoma.com,0,1,,,,,0
162400,XPEL TECHNOLOGIES CORP,www.xpel.com,1,1,45,2206,20.638012,.91070753,1
156153,XPERI CORPORATION,www.xperi.com,1,1,29,1992,16.346643,.45735452,1
144998,XPO LOGISTICS INC,www.xpo.com,1,1,15,1173,20.933146,-.019882048,2
12987,XPRESSPA GROUP INC,www.xpresspagroup.com,1,1,68,4694,17.196775,.17923525,0
185193,XTANT MEDICAL HOLDINGS INC,www.xtantmedical.com,1,0,7,460,16.173574,-.42999536,0
132358,XTRA-GOLD RESOURCES CORP,www.xtragold.com,0,0,,,,,0
278400,XTREME DRILLING CORP,www.xtremedrillingcorp.com,1,0,4,235,14.947517,-.028879495,1
187413,XUNLEI LTD  -ADS,www.xunlei.com,1,0,25,942,20.197094,.040593483,0
17185,22ND CENTURY GROUP INC,www.xxiicentury.com,1,1,11,507,14.578214,-.2854507,1
189491,XYLEM INC,www.xyleminc.com,1,1,36,1981,20.022945,.35843635,0
179029,XINYUAN REAL ESTATE CO -ADR,www.xyre.com,0,0,,,,,1
31519,YAMANA GOLD INC,www.yamana.com,0,0,,,,,1
152990,YANGAROO INC,www.yangaroo.com,0,0,,,,,2
165554,YANGARRA RESOURCES LTD,www.yangarra.ca,1,1,29,1216,21.35606,-.32627523,0
196268,YELP INC,www.yelp.com,1,1,48,5910,15.151381,.66774124,2
179147,YEW BIO-PHARM GROUP INC,www.yewbiopharm.com,1,1,21,1418,16.202875,-.8309356,2
30622,YEXT INC,www.yext.com,1,0,68,4290,17.276089,1.4308549,8
187665,YOUNGEVITY INTERNATIONAL INC,www.ygyi.com,1,1,41,2597,17.833017,.58920443,2
175490,YIELD10 BIOSCIENCE INC,www.yield10bio.com,1,1,12,854,14.15476,-.33266455,3
27123,YINTECH INVST HLDGS LTD -ADR,www.yintech.net,0,0,,,,,0
26537,YIRENDAI LTD -ADR,www.yirendai.com,0,0,,,,,2
32192,YOGAWORKS INC,www.yogaworks.com,1,1,24,1681,16.993311,-.62622327,8
20876,YORBEAU RESOURCES INC  -CL A,www.yorbeauresources.com,1,1,15,1018,17.678019,-.40372524,0
11657,YORK WATER CO,www.yorkwater.com,0,0,,,,,0
63058,SB FINANCIAL GROUP INC,www.yoursbfinancial.com,1,1,25,1137,18.631863,-.12095353,0
28520,YACIMIENTOS PETE FISCALES SA,www.ypf.com,1,0,25,1026,20.914965,-.031719796,4
11649,YRC WORLDWIDE INC,www.yrcw.com,1,0,10,759,25.537382,-.42999536,0
65417,YUM BRANDS INC,www.yum.com,1,1,28,2155,18.081675,-.16383791,0
28499,YUM CHINA HOLDINGS INC,www.yumchina.com,1,0,26,891,17.020464,-.081216246,0
16011,YY INC  -ADR,www.yy.com,0,0,,,,,2
177975,ZAGG INC,www.zagg.com,1,1,30,965,13.020831,-.47264552,3
23363,ZAIS GROUP HLDGS INC,www.zaisgroup.com,1,1,21,994,18.780888,1.1778439,0
21433,ZAYO GROUP HOLDINGS INC,www.zayo.com,1,1,32,1890,17.979576,1.0614913,5
61377,ZCL COMPOSITES INC,www.zcl.com,1,1,63,3940,19.597763,1.3359022,1
295917,ZEALAND PHARMA AS,www.zealandpharma.com,1,1,36,1503,14.457828,.050223298,0
24405,ZEBRA TECHNOLOGIES CP  -CL A,www.zebra.com,1,1,30,1890,16.84384,.33311692,11
164312,ZEDCOR ENERGY INC,www.zedcor.ca,1,1,9,357,20.80175,.26221493,0
27318,ZEDGE INC,www.zedge.net,1,1,52,4376,16.022888,.36235276,0
20229,ZENDESK INC,www.zendesk.com,1,1,74,5241,19.138382,1.4392637,17
187073,CHINA ZENIX AUTO INTL  -ADR,www.zenixauto.com,0,0,,,,,1
187039,ZILLOW GROUP INC,www.zillowgroup.com,1,1,97,9307,17.447382,.38013667,1
144559,ZIMMER BIOMET HOLDINGS INC,www.zimmerbiomet.com,1,1,40,3702,19.755392,1.122142,0
11687,ZIONS BANCORPORATION,www.zionsbancorporation.com,0,0,,,,,1
165215,ZIOPHARM ONCOLOGY INC,www.ziopharm.com,1,1,20,1131,18.967846,-.8024407,0
16531,ZIX CORP,www.zixcorp.com,1,1,75,6422,18.623737,.92578775,3
20113,ZOE'S KITCHEN INC,www.zoeskitchen.com,0,0,,,,,0
13721,ZOETIS INC,www.zoetis.com,1,1,45,3066,16.75976,.50341856,1
179686,ZOGENIX INC,www.zogenix.com,1,1,37,3112,21.165293,.35146132,0
108728,ZOOMERMEDIA LTD,www.zoomermedia.ca,1,1,47,2706,22.271461,1.0066307,5
183666,ZOOM TELEPHONICS INC,www.zoomtel.com,1,1,19,723,20.834621,-.42999536,0
21003,ZOSANO PHARMA CORP,www.zosanopharma.com,1,0,20,1683,17.321278,-.67827898,0
28423,ZTO EXPRESS (CAYM) INC -ADR,www.zto.cn,1,0,9,785,17.40204,.36840478,1
162988,ZUMIEZ INC,www.zumiez.com,1,1,159.92,9791.4697,18.069227,.21249361,5
33232,ZUORA INC,www.zuora.com,1,1,26,1325,15.542714,.41709307,14
31059,ZYMEWORKS INC,www.zymeworks.com,0,0,,,,,0
25128,ZYNERBA PHARMACEUTICALS INC,www.zynerba.com,1,1,30,1999,19.946226,.45635664,0
129441,ZYNEX INC,www.zynex.com,1,1,6,207,22.423529,-.3982144,2
187576,ZYNGA INC,www.zynga.com,1,1,128,5844,19.049622,1.4577914,0
9778,SNAP-ON INC,www1.snapon.com,1,1,70,3470,15.680368,.63564652,0
28034,CHUBB LTD,www2.chubb.com,1,1,8,393,24.508862,.70984757,1
24318,XL GROUP LTD,xlgroup.com,1,0,62,2682,20.223637,1.2652614,6
29057,ZARGON OIL & GAS LTD,zargon.ca,1,0,39,2076,18.599548,-.26077136,0
,,accel.northshoregasdelivery.com,,,,,,,
,,achievelifesciences.com,,,,,,,
,,advisor.fidelity.com,,,,,,,
,,advisors.vanguard.com,,,,,,,
,,advisorshares.com/fund/aadr,,,,,,,
,,advisorshares.com/fund/flrt,,,,,,,
,,advisorshares.com/fund/fwdb,,,,,,,
,,advisorshares.com/fund/minc,,,,,,,
,,advisorshares.com/fund/scap,,,,,,,
,,advisorshares.com/fund/ttfs,,,,,,,
,,advisorshares.com/fund/vega,,,,,,,
,,alabamagraphite.com,,,,,,,
,,am.jpmorgan.com,,,,,,,
,,ark-funds.com/3d-printing-etf,,,,,,,
,,ark-funds.com/arkg,,,,,,,
,,ark-funds.com/arkk,,,,,,,
,,ark-funds.com/arkq,,,,,,,
,,ark-funds.com/arkw,,,,,,,
,,ark-funds.com/israel-etf,,,,,,,
,,arrowfunds.com,,,,,,,
,,aximbiotech.com,,,,,,,
,,banco.itau.cl,,,,,,,
,,bromptongroup.com,,,,,,,
,,caldwellinvestment.ca,,,,,,,
,,charah.com,,,,,,,
,,closedendfunds.tortoiseadvisors.com,,,,,,,
,,corp.mail.ru,,,,,,,
,,deepmarkit.com,,,,,,,
,,dws.com,,,,,,,
,,dws.com/US/EN/Product-Detail-Page/ASHR,,,,,,,
,,dws.com/US/EN/Product-Detail-Page/ASHX,,,,,,,
,,dws.com/US/EN/Product-Detail-Page/EMIH,,,,,,,
,,dws.com/US/EN/Product-Detail-Page/HYIH,,,,,,,
,,dws.com/US/EN/Product-Detail-Page/IGIH,,,,,,,
,,dws.com/US/EN/Product-Detail-Page/RVNU,,,,,,,
,,etf.jhinvestments.com,,,,,,,
,,etfus.deutscheam.com,,,,,,,
,,etfus.deutscheawm.com,,,,,,,
,,etp.tortoiseindexsolutions.com,,,,,,,
,,eurosunmining.com,,,,,,,
,,evertonresources.com,,,,,,,
,,evolveetfs.com/product/link/,,,,,,,
,,evolveetfs.com/product/seed/,,,,,,,
,,evolveetfs.com/product/shc/,,,,,,,
,,evolvefunds.com/product/DIVS/,,,,,,,
,,evolvefunds.com/product/cars/,,,,,,,
,,evolvefunds.com/product/cybr/,,,,,,,
,,evolvefunds.com/product/hers/,,,,,,,
,,evolvefunds.com/product/life/,,,,,,,
,,fundinvestor.calamos.com,,,,,,,
,,funds.eatonvance.com,,,,,,,
,,funds.manulife.ca/en-us/etfs/MUSC,,,,,,,
,,funds.nomura-asset.com,,,,,,,
,,fundsus.deutscheam.com,,,,,,,
,,guggenheiminvestments.com,,,,,,,
,,harvestportfolios.com,,,,,,,
,,heliusmedical.com,,,,,,,
,,hercules.valideafunds.com,,,,,,,
,,horizonsetfsus.com,,,,,,,
,,http://www.exeloncorp.com,,,,,,,
,,http://www.hilcoglobal.com,,,,,,,
,,https://www.flowcap.com/institutional-advisory/,,,,,,,
,,im.bnymellon.com,,,,,,,
,,individualinvestor.myleggmason.com,,,,,,,
,,institutional.fidelity.com,,,,,,,
,,institutional.myleggmason.com,,,,,,,
,,institutional.vanguard.com,,,,,,,
,,investment.prudential.com,,,,,,,
,,investments.pimco.com,,,,,,,
,,investments.voya.com,,,,,,,
,,ipro.americancentury.com,,,,,,,
,,kempharm.com,,,,,,,
,,kindredbio.com,,,,,,,
,,knowledgeleadersfunds.com/kldw/,,,,,,,
,,kraneshares.com/kars/,,,,,,,
,,kraneshares.com/kcny/#,,,,,,,
,,kraneshares.com/kemp/,,,,,,,
,,kraneshares.com/kfyp/,,,,,,,
,,kraneshares.com/kweb/,,,,,,,
,,kraneshares.com/obor/,,,,,,,
,,laramide.com,,,,,,,
,,leadingedgematerials.com,,,,,,,
,,lightwavelogic.com,,,,,,,
,,nationwidefinancial.com,,,,,,,
,,northerngraphite.com,,,,,,,
,,oshares.com/oasi-asia/,,,,,,,
,,oshares.com/oeur-europe/,,,,,,,
,,oshares.com/ousm/,,,,,,,
,,personal.vanguard.com,,,,,,,
,,pipeportal.kindermorgan.com,,,,,,,
,,publicsecurities.brookfield.com,,,,,,,
,,pudo.ca,,,,,,,
,,quantrx.com,,,,,,,
,,replicel.com,,,,,,,
,,royalroadminerals.com,,,,,,,
,,scozinc.com,,,,,,,
,,screener.fidelity.com,,,,,,,
,,siennaresources.com,,,,,,,
,,sprott.com,,,,,,,
,,sprottfocustrust.com,,,,,,,
,,strategysharesetfs.com,,,,,,,
,,strongvestetfs.com/,,,,,,,
,,teucriumtagsfund.com,,,,,,,
,,thehydropothecary.com,,,,,,,
,,us-fund.credit-suisse.com,,,,,,,
,,us.allianzgi.com,,,,,,,
,,us.horizonsetfs.com/ETF/DAX,,,,,,,
,,us.ishares.com,,,,,,,
,,us.spdrs.com,,,,,,,
,,usa.etfsecurities.com,,,,,,,
,,verricapharmaceuticals.com,,,,,,,
,,vetonlinesupplies.com,,,,,,,
,,vitaltherapies.com,,,,,,,
,,vivalivetv.net,,,,,,,
,,volitionrx.com,,,,,,,
,,williams.com,,,,,,,
,,winsholdings.com,,,,,,,
,,www.01com.com,,,,,,,
,,www.3dsignatures.com,,,,,,,
,,www.AvalonAdvancedMaterials.com,,,,,,,
,,www.MedAmericaproperties.com,,,,,,,
,,www.MedoveX.com,,,,,,,
,,www.UpSnap.com,,,,,,,
,,www.ab-inbev.com,,,,,,,
,,www.abattis.com,,,,,,,
,,www.aberdeen-asset.ca,,,,,,,
,,www.aberdeench.com,,,,,,,
,,www.aberdeenfax.com,,,,,,,
,,www.aberdeenfco.com,,,,,,,
,,www.aberdeeniaf.com,,,,,,,
,,www.aberdeenifn.com,,,,,,,
,,www.aberdeenjeq.com,,,,,,,
,,www.acastaenterprises.com,,,,,,,
,,www.acceleware.com,,,,,,,
,,www.acceptanceinsurance.com,,,,,,,
,,www.aceaviation.com,,,,,,,
,,www.acertx.com,,,,,,,
,,www.actiniumpharma.com,,,,,,,
,,www.adamsfunds.com,,,,,,,
,,www.advisorshares.com/fund/act,,,,,,,
,,www.advisorshares.com/fund/cws,,,,,,,
,,www.advisorshares.com/fund/fwdd,,,,,,,
,,www.advisorshares.com/fund/fwdi,,,,,,,
,,www.advisorshares.com/fund/hdge,,,,,,,
,,www.advisorshares.com/fund/hold,,,,,,,
,,www.advisorshares.com/fund/kor,,,,,,,
,,www.aepohio.com,,,,,,,
,,www.aeriepharma.com,,,,,,,
,,www.aerpio.com,,,,,,,
,,www.aevigenomics.com,,,,,,,
,,www.affinion.com,,,,,,,
,,www.africaenergycorp.com,,,,,,,
,,www.africaoilcorp.com,,,,,,,
,,www.agfiq.com,,,,,,,
,,www.agiletherapeutics.com,,,,,,,
,,www.agilityhealth.com,,,,,,,
,,www.aglresources.com,,,,,,,
,,www.agmfunds.com,,,,,,,
,,www.aileronrx.com,,,,,,,
,,www.aimmune.com,,,,,,,
,,www.ait-pharm.com,,,,,,,
,,www.alabamapower.com,,,,,,,
,,www.alagasco.com,,,,,,,
,,www.alderonironore.com,,,,,,,
,,www.aldeyra.com,,,,,,,
,,www.aldridgeminerals.ca,,,,,,,
,,www.aleris.com,,,,,,,
,,www.all-starfunds.com,,,,,,,
,,www.allenapharma.com,,,,,,,
,,www.alliancebernstein.com,,,,,,,
,,www.allianzinvestors.com,,,,,,,
,,www.alphaarchitect.com,,,,,,,
,,www.alrt.com,,,,,,,
,,www.amadorgoldcorp.com,,,,,,,
,,www.amcor.com,,,,,,,
,,www.amemining.com,,,,,,,
,,www.ampiopharma.com,,,,,,,
,,www.amplifyetfs.com,,,,,,,
,,www.angkorgold.ca,,,,,,,
,,www.antioquiagoldinc.com,,,,,,,
,,www.anz.com,,,,,,,
,,www.apellis.com,,,,,,,
,,www.apergy.com,,,,,,,
,,www.appalachianpower.com,,,,,,,
,,www.appliedenergetics.net,,,,,,,
,,www.aps.com,,,,,,,
,,www.aptinyx.com,,,,,,,
,,www.aptose.com,,,,,,,
,,www.aquilaresources.com,,,,,,,
,,www.aqxpharma.com,,,,,,,
,,www.arcabiopharma.com,,,,,,,
,,www.arcadis.com,,,,,,,
,,www.archtherapeutics.com,,,,,,,
,,www.arespublicfunds.com,,,,,,,
,,www.argex.ca,,,,,,,
,,www.armobio.com,,,,,,,
,,www.arrow-capital.com,,,,,,,
,,www.arsanis.com,,,,,,,
,,www.atarabio.com,,,,,,,
,,www.atlanticcityelectric.com,,,,,,,
,,www.atyrpharma.com,,,,,,,
,,www.audentestx.com,,,,,,,
,,www.avalara.com,,,,,,,
,,www.avenuecapital.com,,,,,,,
,,www.avenuetx.com,,,,,,,
,,www.avexis.com,,,,,,,
,,www.avrsys.com,,,,,,,
,,www.azargametals.com,,,,,,,
,,www.azargauranium.com,,,,,,,
,,www.azucarminerals.com,,,,,,,
,,www.azurrx.com,,,,,,,
,,www.babsoncapital.com,,,,,,,
,,www.babsoncapital.com/mpv,,,,,,,
,,www.bacanoralithium.com,,,,,,,
,,www.balmoralresources.com,,,,,,,
,,www.bbvacompass.com,,,,,,,
,,www.bearcreekmining.com,,,,,,,
,,www.belgraviacapital.ca,,,,,,,
,,www.bellerophon.com,,,,,,,
,,www.belosun.com,,,,,,,
,,www.berkshirehathawayenergyco.com,,,,,,,
,,www.beyondspringpharma.com,,,,,,,
,,www.bge.com,,,,,,,
,,www.bhp.com,,,,,,,
,,www.biocorrx.com,,,,,,,
,,www.biohavenpharma.com,,,,,,,
,,www.biolinerx.com,,,,,,,
,,www.biondvax.com,,,,,,,
,,www.bjs.com,,,,,,,
,,www.blackhillsenergy.com,,,,,,,
,,www.blackiron.com,,,,,,,
,,www.blackridgeacq.com,,,,,,,
,,www.blackstone-gso.com/bgb-index.php,,,,,,,
,,www.blackstone-gso.com/bgx-index.php,,,,,,,
,,www.bloomenergy.com,,,,,,,
,,www.bloomfunds.ca,,,,,,,
,,www.blueskyuranium.com,,,,,,,
,,www.bmocm.com,,,,,,,
,,www.bnsf.com,,,,,,,
,,www.boldventuresinc.com,,,,,,,
,,www.boliden.com,,,,,,,
,,www.boulderfunds.net,,,,,,,
,,www.brainstorm-cell.com,,,,,,,
,,www.brightview.com,,,,,,,
,,www.brookfieldim.com,,,,,,,
,,www.brownstoneenergy.com,,,,,,,
,,www.bsprealtytrust.com,,,,,,,
,,www.burzynskiclinic.com,,,,,,,
,,www.calamos.com,,,,,,,
,,www.cambriafunds.com/ccor.aspx,,,,,,,
,,www.cambriafunds.com/eyld.aspx,,,,,,,
,,www.cambriafunds.com/fyld.aspx,,,,,,,
,,www.cambriafunds.com/gaa.aspx,,,,,,,
,,www.cambriafunds.com/gmom.aspx,,,,,,,
,,www.cambriafunds.com/gval.aspx,,,,,,,
,,www.cambriafunds.com/sovb.aspx,,,,,,,
,,www.cambriafunds.com/tail.aspx,,,,,,,
,,www.cambriafunds.com/vamo.aspx,,,,,,,
,,www.camrovaresources.com,,,,,,,
,,www.canadacarbon.com,,,,,,,
,,www.canarc.net,,,,,,,
,,www.candentecopper.com,,,,,,,
,,www.canplats.ca,,,,,,,
,,www.carbonblack.com,,,,,,,
,,www.cardero.com,,,,,,,
,,www.careywatermark1.com,,,,,,,
,,www.carlyle.com/regalwood,,,,,,,
,,www.catalystpharma.com,,,,,,,
,,www.catfinancial.com,,,,,,,
,,www.cbreclarion.com,,,,,,,
,,www.ccfi.com,,,,,,,
,,www.cellectar.com,,,,,,,
,,www.cenhud.com,,,,,,,
,,www.centralsteel.com,,,,,,,
,,www.ceridian.com,,,,,,,
,,www.chaparralenergy.com,,,,,,,
,,www.check-cap.com,,,,,,,
,,www.chiasmapharma.com,,,,,,,
,,www.chsinc.com,,,,,,,
,,www.chuckecheese.com,,,,,,,
,,www.ciceroinc.com,,,,,,,
,,www.cidara.com,,,,,,,
,,www.cleancoaltechnologiesinc.com,,,,,,,
,,www.clear-shares.com/ocio,,,,,,,
,,www.cleartronic.com,,,,,,,
,,www.cleco.com,,,,,,,
,,www.clementiapharma.com,,,,,,,
,,www.cmpco.com,,,,,,,
,,www.coastalbank.com,,,,,,,
,,www.cohbar.com,,,,,,,
,,www.colecapital.com/ccpt-iv#overview,,,,,,,
,,www.colecapital.com/cole_income_nav,,,,,,,
,,www.columbiabankonline.com,,,,,,,
,,www.columbiathreadneedleetf.com,,,,,,,
,,www.columbiathreadneedleetf.com/dial,,,,,,,
,,www.columbiathreadneedleetf.com/esgn,,,,,,,
,,www.columbiathreadneedleetf.com/esgs,,,,,,,
,,www.columbiathreadneedleetf.com/esgw,,,,,,,
,,www.columbiathreadneedleus.com,,,,,,,
,,www.comed.com,,,,,,,
,,www.commerceresources.com,,,,,,,
,,www.coned.com,,,,,,,
,,www.connacheroil.com,,,,,,,
,,www.constellationpharma.com,,,,,,,
,,www.consumersenergy.com,,,,,,,
,,www.continentalgold.com,,,,,,,
,,www.contrafect.com,,,,,,,
